Filename,Initial Clause Count,Processed Clause Count,Unprocessed Clause Count,Factor Count,Resolvent Count,Tautologies Deleted,Resolution Result
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD074-1.p,33,1602,458436,3915,456105,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD009-3.p,30,760,928361,3113,926029,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD041-1.p,32,1597,436036,3873,433744,16,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD098-4.p,41,889,934716,2622,932993,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD059-3.p,29,743,928133,3154,925744,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD078-2.p,35,1669,476915,3950,474614,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD053-1.p,34,1648,508326,4005,505950,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD046-3.p,29,748,924711,3130,922351,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD066-3.p,35,809,891702,2781,889746,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD026-1.p,32,1674,451342,3936,449066,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD075-2.p,37,1601,494045,3473,492151,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD101-1.p,27,1631,474647,4182,472087,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD050-2.p,39,1636,525604,3272,523944,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD012-1.p,32,1655,450436,3912,448165,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD095-4.p,46,938,918238,2547,916634,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD015-3.p,30,759,911118,2988,908910,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD030-1.p,32,1702,483921,4004,481602,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD090-1.p,30,1699,476434,4171,473950,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD053-4.p,47,968,920287,2428,918831,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD059-1.p,30,1651,447229,4039,444829,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD073-4.p,33,785,929562,3040,927325,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD044-4.p,31,773,925566,3055,923304,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD024-1.p,31,1679,450079,3950,447795,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD068-1.p,31,1708,456304,3982,454017,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD091-3.p,30,751,927537,3136,925173,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD089-3.p,30,751,928131,3136,925767,51,Time Out
